molecule_id,smiles,ic50_nm,pchembl,assay_description,journal,year
CHEMBL3680629,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1cc(C#N)cc3ccccc13)c(=O)n2C,6.0,8.22,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3680630,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(-c3ccccc3)nc3ccccc13)c(=O)n2C,9.0,8.05,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3680631,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1cc(C#N)c3ccccc3n1)c(=O)n2C,2.0,8.7,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3680632,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1cccc(OC3CC3)c1)c(=O)n2C,5.0,8.3,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3680633,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1ccc3nc(C)c(C)nc3c1)c(=O)n2C,2.0,8.7,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3680634,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1ccccc1Br)c(=O)n2C,2.0,8.7,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3680635,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc3ccccc3c(C)c1C#N)c(=O)n2C,2.0,8.7,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3680636,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nccc(-c3ccccc3)n1)c(=O)n2C,2.0,8.7,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3680637,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1ccccc1[N+](=O)[O-])c(=O)n2C,3.0,8.52,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
CHEMBL3694421,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CNC(c3cc(F)ccc3F)[C@@H](N)C1)C2,6.8,8.17,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3694422,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CNC1c1cc(F)c(F)cc1F,0.7,9.15,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3694423,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(CC(N)=O)C1)C2,4.3,8.37,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3694424,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(CC(=O)N2CC[C@@H](F)C2)C1c1cc(F)ccc1F,1.0,9.0,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3697938,CN1C[C@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@H](N)C1c1cc(F)c(F)cc1F,0.9,9.05,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3697939,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(C(=O)C(F)(F)F)C1)C2,14.5,7.84,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3697940,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(CCO)C1)C2,1.7,8.77,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3697941,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(CC3CC3)C1)C2,1.6,8.8,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3697942,C[C@H](F)CN1C[C@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@H](N)C1c1cc(F)ccc1F,0.4,9.4,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3697943,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(CCN2CCC(F)(F)C2)C1c1cc(F)ccc1F,25.4,7.59,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3697944,Cn1cc(CCN2C[C@H](N3Cc4cn[nH]c4C3)C[C@H](N)C2c2cc(F)ccc2F)cn1,7.1,8.15,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
CHEMBL3697945,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(Cc2cnccn2)C1c1cc(F)ccc1F,12.9,7.89,"Fluorometric Assay: A continuous fluorometric assay is employed with the substrate Gly-Pro-AMC, which is cleaved by DPP-4 to release the fluorescent AMC leaving group. The kinetic parameters that describe this reaction are as follows: Km=50 μM; kcat=75 s−1; kcat/Km=1.5×106 M−1s−1. A typical reaction contains approximately 50 μM enzyme, 50 μM Gly-Pro-AMC, and buffer (100 mM HEPES, pH 7.5, 0.1 mg/ml BSA) in a total reaction volume of 100 μL. Liberation of AMC is monitored continuously in a 96-well plate fluorometer using an excitation wavelength of 360 nm and an emission wavelength of 460 nm. Under these conditions, approximately 0.8 μM AMC is produced in 30 minutes at 25 degrees C. The enzyme used in these studies was soluble (transmembrane domain and cytoplasmic extension excluded) human protein produced in a baculovirus expression system (Bac-To-Bac, Gibco BRL).",,2014
